Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2017-12-01 00:00:00,1083,1,NB_NS,1,North,246,0,,15375,102,0,221,0,11,14,0
2017-12-01 00:00:00,1083,2,NB_MID,1,North,183,0,,16097,109,2,160,0,12,8,1
2017-12-01 00:00:00,1083,3,NB_OS,1,North,59,0,,17750,17,0,58,0,1,0,0
2017-12-01 00:00:00,1083,4,SB_OS,2,South,33,0,,18544,0,2,31,0,0,0,0
2017-12-01 00:00:00,1083,5,SB_MID,2,South,155,0,,17753,26,1,150,0,3,1,0
2017-12-01 00:00:00,1083,6,SB_NS,2,South,148,0,,16282,41,1,140,0,5,1,1
2017-12-01 01:00:00,1083,1,NB_NS,1,North,154,0,,15848,143,3,129,0,8,14,0
2017-12-01 01:00:00,1083,2,NB_MID,1,North,121,0,,16141,124,1,105,0,8,7,0
2017-12-01 01:00:00,1083,3,NB_OS,1,North,25,0,,19045,0,0,25,0,0,0,0
2017-12-01 01:00:00,1083,4,SB_OS,2,South,19,0,,17193,0,2,17,0,0,0,0
2017-12-01 01:00:00,1083,5,SB_MID,2,South,78,0,,18023,26,2,74,0,2,0,0
2017-12-01 01:00:00,1083,6,SB_NS,2,South,79,0,,17212,89,0,72,0,4,3,0
2017-12-01 02:00:00,1083,1,NB_NS,1,North,90,0,,15728,244,1,66,1,13,9,0
2017-12-01 02:00:00,1083,2,NB_MID,1,North,93,0,,16858,118,4,78,0,5,6,0
2017-12-01 02:00:00,1083,3,NB_OS,1,North,16,0,,18750,0,0,16,0,0,0,0
2017-12-01 02:00:00,1083,4,SB_OS,2,South,14,0,,19385,71,0,13,0,1,0,0
2017-12-01 02:00:00,1083,5,SB_MID,2,South,53,0,,17411,19,0,52,0,1,0,0
2017-12-01 02:00:00,1083,6,SB_NS,2,South,62,0,,16944,113,0,55,0,4,3,0
2017-12-01 03:00:00,1083,1,NB_NS,1,North,126,0,,16138,198,1,100,0,11,14,0
2017-12-01 03:00:00,1083,2,NB_MID,1,North,80,0,,16302,288,4,52,1,11,12,0
2017-12-01 03:00:00,1083,3,NB_OS,1,North,12,0,,18333,83,0,11,0,1,0,0
2017-12-01 03:00:00,1083,4,SB_OS,2,South,10,0,,20444,100,0,9,0,1,0,0
2017-12-01 03:00:00,1083,5,SB_MID,2,South,36,0,,16590,111,0,32,0,4,0,0
2017-12-01 03:00:00,1083,6,SB_NS,2,South,55,0,,16944,109,0,49,0,3,3,0
2017-12-01 04:00:00,1083,1,NB_NS,1,North,172,0,,16038,186,0,139,0,15,17,1
2017-12-01 04:00:00,1083,2,NB_MID,1,North,84,0,,16475,119,3,71,0,6,4,0
2017-12-01 04:00:00,1083,3,NB_OS,1,North,25,0,,17622,0,0,25,0,0,0,0
2017-12-01 04:00:00,1083,4,SB_OS,2,South,11,0,,19217,0,0,11,0,0,0,0
2017-12-01 04:00:00,1083,5,SB_MID,2,South,56,0,,17490,0,1,55,0,0,0,0
2017-12-01 04:00:00,1083,6,SB_NS,2,South,64,0,,17183,47,0,61,0,3,0,0
2017-12-01 05:00:00,1083,1,NB_NS,1,North,172,0,,15840,29,2,162,0,4,1,3
2017-12-01 05:00:00,1083,2,NB_MID,1,North,133,0,,16740,83,2,119,0,6,5,1
2017-12-01 05:00:00,1083,3,NB_OS,1,North,68,0,,18109,44,1,64,0,2,1,0
2017-12-01 05:00:00,1083,4,SB_OS,2,South,55,0,,17157,55,3,49,0,3,0,0
2017-12-01 05:00:00,1083,5,SB_MID,2,South,111,0,,17638,63,8,96,0,7,0,0
2017-12-01 05:00:00,1083,6,SB_NS,2,South,142,0,,17259,70,0,132,0,9,1,0
2017-12-01 06:00:00,1083,1,NB_NS,1,North,341,0,,15090,56,4,307,0,18,1,11
2017-12-01 06:00:00,1083,2,NB_MID,1,North,423,0,,15448,43,4,400,0,15,3,1
2017-12-01 06:00:00,1083,3,NB_OS,1,North,391,0,,16050,15,3,382,0,6,0,0
2017-12-01 06:00:00,1083,4,SB_OS,2,South,182,0,,17454,16,8,170,0,2,1,1
2017-12-01 06:00:00,1083,5,SB_MID,2,South,259,0,,17440,50,13,233,0,13,0,0
2017-12-01 06:00:00,1083,6,SB_NS,2,South,358,0,,16858,42,2,338,0,13,2,3
