Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2013-12-01 00:00:00,1083,1,NB_NS,1,North,142,0,,16244,0,2,138,0,0,0,2
2013-12-01 00:00:00,1083,2,NB_MID,1,North,215,0,,16891,0,2,212,0,0,0,1
2013-12-01 00:00:00,1083,3,NB_OS,1,North,104,0,,18202,19,0,102,0,2,0,0
2013-12-01 00:00:00,1083,4,SB_OS,1,North,130,0,,18256,8,4,125,0,1,0,0
2013-12-01 00:00:00,1083,5,SB_MID,2,South,204,0,,17974,5,1,202,0,1,0,0
2013-12-01 00:00:00,1083,6,SB_NS,2,South,206,0,,16978,15,3,199,0,1,2,1
2013-12-01 00:00:00,1083,7,Channel 7,2,South,0,0,,16978,0,0,0,0,0,0,0
2013-12-01 00:00:00,1083,8,Channel 8,2,South,0,0,,16978,0,0,0,0,0,0,0
2013-12-01 01:00:00,1083,1,NB_NS,1,North,113,0,,17306,0,0,113,0,0,0,0
2013-12-01 01:00:00,1083,2,NB_MID,1,North,187,0,,17812,0,1,184,0,0,0,2
2013-12-01 01:00:00,1083,3,NB_OS,1,North,68,0,,19085,29,0,66,0,2,0,0
2013-12-01 01:00:00,1083,4,SB_OS,1,North,78,0,,19576,0,4,74,0,0,0,0
2013-12-01 01:00:00,1083,5,SB_MID,2,South,190,0,,18475,5,2,187,0,1,0,0
2013-12-01 01:00:00,1083,6,SB_NS,2,South,166,0,,17292,24,1,160,0,2,2,1
2013-12-01 01:00:00,1083,7,Channel 7,2,South,0,0,,17292,0,0,0,0,0,0,0
2013-12-01 01:00:00,1083,8,Channel 8,2,South,0,0,,17292,0,0,0,0,0,0,0
2013-12-01 02:00:00,1083,1,NB_NS,1,North,89,0,,16592,11,0,87,0,1,0,1
2013-12-01 02:00:00,1083,2,NB_MID,1,North,200,0,,18243,5,2,196,0,1,0,1
2013-12-01 02:00:00,1083,3,NB_OS,1,North,45,0,,19457,0,0,45,0,0,0,0
2013-12-01 02:00:00,1083,4,SB_OS,1,North,55,0,,19394,55,3,49,0,3,0,0
2013-12-01 02:00:00,1083,5,SB_MID,2,South,151,0,,19025,7,0,150,0,1,0,0
2013-12-01 02:00:00,1083,6,SB_NS,2,South,136,0,,18482,7,0,132,0,1,0,3
2013-12-01 02:00:00,1083,7,Channel 7,2,South,0,0,,18482,0,0,0,0,0,0,0
2013-12-01 02:00:00,1083,8,Channel 8,2,South,0,0,,18482,0,0,0,0,0,0,0
2013-12-01 03:00:00,1083,1,NB_NS,1,North,57,0,,16584,0,0,57,0,0,0,0
2013-12-01 03:00:00,1083,2,NB_MID,1,North,151,0,,18354,7,2,148,0,1,0,0
2013-12-01 03:00:00,1083,3,NB_OS,1,North,38,0,,19006,26,0,37,0,1,0,0
2013-12-01 03:00:00,1083,4,SB_OS,1,North,41,0,,20542,0,1,40,0,0,0,0
2013-12-01 03:00:00,1083,5,SB_MID,2,South,134,0,,19735,7,0,133,0,1,0,0
2013-12-01 03:00:00,1083,6,SB_NS,2,South,123,0,,18697,8,1,120,0,1,0,1
2013-12-01 03:00:00,1083,7,Channel 7,2,South,0,0,,18697,0,0,0,0,0,0,0
2013-12-01 03:00:00,1083,8,Channel 8,2,South,0,0,,18697,0,0,0,0,0,0,0
2013-12-01 04:00:00,1083,1,NB_NS,1,North,53,0,,18276,38,0,51,0,2,0,0
2013-12-01 04:00:00,1083,2,NB_MID,1,North,128,0,,18500,16,1,125,0,2,0,0
2013-12-01 04:00:00,1083,3,NB_OS,1,North,21,0,,19789,0,0,21,0,0,0,0
2013-12-01 04:00:00,1083,4,SB_OS,1,North,26,0,,16175,0,1,25,0,0,0,0
2013-12-01 04:00:00,1083,5,SB_MID,2,South,104,0,,18977,0,1,103,0,0,0,0
2013-12-01 04:00:00,1083,6,SB_NS,2,South,108,0,,18827,19,4,102,0,2,0,0
2013-12-01 04:00:00,1083,7,Channel 7,2,South,0,0,,18827,0,0,0,0,0,0,0
2013-12-01 04:00:00,1083,8,Channel 8,2,South,0,0,,18827,0,0,0,0,0,0,0
2013-12-01 05:00:00,1083,1,NB_NS,1,North,60,0,,17412,0,2,58,0,0,0,0
2013-12-01 05:00:00,1083,2,NB_MID,1,North,109,0,,18208,18,0,107,0,1,1,0
2013-12-01 05:00:00,1083,3,NB_OS,1,North,33,0,,19360,0,0,33,0,0,0,0
2013-12-01 05:00:00,1083,4,SB_OS,1,North,30,0,,14796,33,3,26,0,1,0,0
2013-12-01 05:00:00,1083,5,SB_MID,2,South,88,0,,18902,0,4,84,0,0,0,0
2013-12-01 05:00:00,1083,6,SB_NS,2,South,113,0,,18429,71,0,105,0,6,2,0
2013-12-01 05:00:00,1083,7,Channel 7,2,South,0,0,,18429,0,0,0,0,0,0,0
2013-12-01 05:00:00,1083,8,Channel 8,2,South,0,0,,18429,0,0,0,0,0,0,0
