Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2016-11-01 00:00:00,1083,1,NB_NS,1,North,55,0,,17025,109,1,48,0,3,3,0
2016-11-01 00:00:00,1083,2,NB_MID,1,North,81,0,,17888,62,0,75,0,5,0,1
2016-11-01 00:00:00,1083,3,NB_OS,1,North,21,0,,18571,0,0,21,0,0,0,0
2016-11-01 00:00:00,1083,4,SB_OS,2,South,28,0,,17540,36,0,27,0,1,0,0
2016-11-01 00:00:00,1083,5,SB_MID,2,South,71,0,,18372,14,0,70,0,0,1,0
2016-11-01 00:00:00,1083,6,SB_NS,2,South,73,0,,17706,82,2,65,0,4,2,0
2016-11-01 01:00:00,1083,1,NB_NS,1,North,25,0,,17533,40,0,24,0,1,0,0
2016-11-01 01:00:00,1083,2,NB_MID,1,North,52,0,,18397,38,0,50,0,1,1,0
2016-11-01 01:00:00,1083,3,NB_OS,1,North,7,0,,19087,0,0,7,0,0,0,0
2016-11-01 01:00:00,1083,4,SB_OS,2,South,15,0,,20370,0,0,15,0,0,0,0
2016-11-01 01:00:00,1083,5,SB_MID,2,South,49,0,,19569,0,2,46,1,0,0,0
2016-11-01 01:00:00,1083,6,SB_NS,2,South,51,0,,18279,78,0,47,0,3,1,0
2016-11-01 02:00:00,1083,1,NB_NS,1,North,23,0,,17561,130,1,19,0,2,1,0
2016-11-01 02:00:00,1083,2,NB_MID,1,North,43,0,,18333,47,1,40,0,2,0,0
2016-11-01 02:00:00,1083,3,NB_OS,1,North,8,0,,20590,0,0,8,0,0,0,0
2016-11-01 02:00:00,1083,4,SB_OS,2,South,11,0,,20455,0,0,11,0,0,0,0
2016-11-01 02:00:00,1083,5,SB_MID,2,South,34,0,,18603,0,0,34,0,0,0,0
2016-11-01 02:00:00,1083,6,SB_NS,2,South,39,0,,17664,179,0,32,0,6,1,0
2016-11-01 03:00:00,1083,1,NB_NS,1,North,25,0,,18567,40,0,24,0,1,0,0
2016-11-01 03:00:00,1083,2,NB_MID,1,North,40,0,,17930,100,0,36,0,4,0,0
2016-11-01 03:00:00,1083,3,NB_OS,1,North,1,0,,16389,0,0,1,0,0,0,0
2016-11-01 03:00:00,1083,4,SB_OS,2,South,7,0,,17421,429,1,3,0,3,0,0
2016-11-01 03:00:00,1083,5,SB_MID,2,South,36,0,,18681,0,1,35,0,0,0,0
2016-11-01 03:00:00,1083,6,SB_NS,2,South,34,0,,17672,118,2,28,0,2,2,0
2016-11-01 04:00:00,1083,1,NB_NS,1,North,49,0,,17302,122,0,43,0,4,2,0
2016-11-01 04:00:00,1083,2,NB_MID,1,North,71,0,,18314,70,1,65,0,4,1,0
2016-11-01 04:00:00,1083,3,NB_OS,1,North,13,0,,18205,0,0,13,0,0,0,0
2016-11-01 04:00:00,1083,4,SB_OS,2,South,15,0,,19018,67,2,12,0,1,0,0
2016-11-01 04:00:00,1083,5,SB_MID,2,South,52,0,,19818,0,1,51,0,0,0,0
2016-11-01 04:00:00,1083,6,SB_NS,2,South,61,0,,18361,33,0,59,0,0,2,0
2016-11-01 05:00:00,1083,1,NB_NS,1,North,184,0,,17154,27,4,172,0,4,1,3
2016-11-01 05:00:00,1083,2,NB_MID,1,North,158,0,,17887,63,2,146,0,9,1,0
2016-11-01 05:00:00,1083,3,NB_OS,1,North,84,0,,18872,24,0,82,0,2,0,0
2016-11-01 05:00:00,1083,4,SB_OS,2,South,55,0,,18985,0,4,51,0,0,0,0
2016-11-01 05:00:00,1083,5,SB_MID,2,South,102,0,,18494,59,3,93,0,6,0,0
2016-11-01 05:00:00,1083,6,SB_NS,2,South,143,0,,18549,35,3,135,0,5,0,0
2016-11-01 06:00:00,1083,1,NB_NS,1,North,357,0,,15756,31,7,329,0,9,2,10
2016-11-01 06:00:00,1083,2,NB_MID,1,North,439,0,,17010,43,2,416,1,18,1,1
2016-11-01 06:00:00,1083,3,NB_OS,1,North,444,0,,16914,27,1,431,0,12,0,0
2016-11-01 06:00:00,1083,4,SB_OS,2,South,229,0,,17626,35,7,214,0,7,1,0
2016-11-01 06:00:00,1083,5,SB_MID,2,South,276,0,,17751,25,13,255,0,7,0,1
2016-11-01 06:00:00,1083,6,SB_NS,2,South,336,0,,17626,48,6,309,1,15,1,4
2016-11-01 07:00:00,1083,1,NB_NS,1,North,829,0,,11766,19,6,795,0,13,3,12
2016-11-01 07:00:00,1083,2,NB_MID,1,North,1167,0,,9483,34,7,1118,1,35,5,1
2016-11-01 07:00:00,1083,3,NB_OS,1,North,1195,0,,9671,26,3,1160,0,28,3,1
2016-11-01 07:00:00,1083,4,SB_OS,2,South,616,0,,16706,10,17,591,2,6,0,0
2016-11-01 07:00:00,1083,5,SB_MID,2,South,637,0,,16238,27,22,597,1,15,2,0
2016-11-01 07:00:00,1083,6,SB_NS,2,South,897,0,,15236,35,5,849,1,26,5,11
2016-11-01 08:00:00,1083,1,NB_NS,1,North,949,0,,7682,30,2,904,1,25,3,14
2016-11-01 08:00:00,1083,2,NB_MID,1,North,958,0,,6460,30,13,909,2,23,6,4
2016-11-01 08:00:00,1083,3,NB_OS,1,North,970,0,,7197,25,6,934,0,19,5,6
2016-11-01 08:00:00,1083,4,SB_OS,2,South,593,0,,16208,20,15,564,1,12,0,1
2016-11-01 08:00:00,1083,5,SB_MID,2,South,666,0,,15804,26,20,629,0,15,2,0
2016-11-01 08:00:00,1083,6,SB_NS,2,South,967,0,,14809,44,7,906,1,38,5,10
2016-11-01 09:00:00,1083,1,NB_NS,1,North,807,0,,11124,38,8,755,1,29,2,12
2016-11-01 09:00:00,1083,2,NB_MID,1,North,895,0,,9733,40,6,848,1,32,4,3
2016-11-01 09:00:00,1083,3,NB_OS,1,North,928,0,,10030,26,6,894,1,22,2,2
2016-11-01 09:00:00,1083,4,SB_OS,2,South,529,0,,16617,26,12,502,1,12,2,0
2016-11-01 09:00:00,1083,5,SB_MID,2,South,562,0,,16306,48,14,518,2,27,0,1
2016-11-01 09:00:00,1083,6,SB_NS,2,South,683,0,,15768,67,5,625,0,42,4,7
2016-11-01 10:00:00,1083,1,NB_NS,1,North,563,0,,13946,62,4,514,1,32,3,9
2016-11-01 10:00:00,1083,2,NB_MID,1,North,661,0,,15261,45,4,622,2,27,3,3
2016-11-01 10:00:00,1083,3,NB_OS,1,North,592,0,,16571,35,1,570,0,21,0,0
2016-11-01 10:00:00,1083,4,SB_OS,2,South,395,0,,17238,43,8,369,1,16,1,0
2016-11-01 10:00:00,1083,5,SB_MID,2,South,548,0,,16985,47,19,503,0,25,1,0
2016-11-01 10:00:00,1083,6,SB_NS,2,South,636,0,,15755,82,5,561,2,47,5,16
2016-11-01 11:00:00,1083,1,NB_NS,1,North,541,0,,14400,78,4,486,0,40,2,9
2016-11-01 11:00:00,1083,2,NB_MID,1,North,596,0,,15617,72,8,542,2,39,4,1
2016-11-01 11:00:00,1083,3,NB_OS,1,North,518,0,,16540,35,3,495,2,18,0,0
2016-11-01 11:00:00,1083,4,SB_OS,2,South,483,0,,16937,25,13,457,1,9,3,0
2016-11-01 11:00:00,1083,5,SB_MID,2,South,514,0,,16582,29,12,487,0,14,1,0
2016-11-01 11:00:00,1083,6,SB_NS,2,South,624,0,,15822,83,3,558,3,48,4,8
2016-11-01 12:00:00,1083,1,NB_NS,1,North,589,0,,14200,58,18,522,4,34,0,11
2016-11-01 12:00:00,1083,2,NB_MID,1,North,629,0,,15468,49,15,579,3,28,3,1
2016-11-01 12:00:00,1083,3,NB_OS,1,North,523,0,,16712,29,2,504,1,15,0,1
2016-11-01 12:00:00,1083,4,SB_OS,2,South,442,0,,16880,32,14,414,0,14,0,0
2016-11-01 12:00:00,1083,5,SB_MID,2,South,570,0,,16809,33,12,539,0,18,1,0
