Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,/Users/ushisensei/datalake/weekday
2012-12-01 08:00:00,1083,3,NB_OS,1,North,292,0,,18147,41,1,278,0,12,0,1,2012-12-01,08:00:00,6
2012-12-02 08:00:00,1083,3,NB_OS,1,North,92,0,,17886,0,0,92,0,0,0,0,2012-12-02,08:00:00,7
2012-12-03 08:00:00,1083,3,NB_OS,1,North,1189,0,,7356,30,2,1144,3,18,18,2,2012-12-03,08:00:00,1
2012-12-04 08:00:00,1083,3,NB_OS,1,North,1050,0,,6685,39,0,996,2,23,18,8,2012-12-04,08:00:00,2
2012-12-06 08:00:00,1083,3,NB_OS,1,North,1298,0,,7438,28,1,1254,3,20,16,1,2012-12-06,08:00:00,4
2012-12-07 08:00:00,1083,3,NB_OS,1,North,1168,0,,13107,27,3,1132,0,28,3,1,2012-12-07,08:00:00,5
2012-12-08 08:00:00,1083,3,NB_OS,1,North,338,0,,18137,30,1,327,0,10,0,0,2012-12-08,08:00:00,6
2012-12-09 08:00:00,1083,3,NB_OS,1,North,118,0,,18178,8,1,116,0,1,0,0,2012-12-09,08:00:00,7
2012-12-10 08:00:00,1083,3,NB_OS,1,North,1314,0,,9240,26,4,1266,4,21,13,1,2012-12-10,08:00:00,1
2012-12-18 08:00:00,1083,3,NB_OS,1,North,714,0,,7410,31,2,686,0,14,8,1,2012-12-18,08:00:00,2
2012-12-19 08:00:00,1083,3,NB_OS,1,North,0,0,,16111,0,0,0,0,0,0,0,2012-12-19,08:00:00,3
2012-12-20 08:00:00,1083,3,NB_OS,1,North,515,0,,10069,43,3,486,1,17,5,1,2012-12-20,08:00:00,4
2012-12-22 08:00:00,1083,3,NB_OS,1,North,0,0,,14875,0,0,0,0,0,0,0,2012-12-22,08:00:00,6
2012-12-23 08:00:00,1083,3,NB_OS,1,North,63,0,,18814,32,0,61,0,2,0,0,2012-12-23,08:00:00,7
2012-12-24 08:00:00,1083,3,NB_OS,1,North,574,0,,16970,19,2,560,0,11,0,1,2012-12-24,08:00:00,1
2012-12-25 08:00:00,1083,3,NB_OS,1,North,2,16,Holiday,21111,500,0,1,0,1,0,0,2012-12-25,08:00:00,2
2012-12-26 08:00:00,1083,3,NB_OS,1,North,11,16,Holiday,19646,91,0,10,0,1,0,0,2012-12-26,08:00:00,3
2012-12-27 08:00:00,1083,3,NB_OS,1,North,0,0,,16650,0,0,0,0,0,0,0,2012-12-27,08:00:00,4
2012-12-28 08:00:00,1083,3,NB_OS,1,North,361,0,,17298,14,4,352,0,5,0,0,2012-12-28,08:00:00,5
2012-12-29 08:00:00,1083,3,NB_OS,1,North,183,0,,17898,11,0,180,0,2,0,1,2012-12-29,08:00:00,6
2012-12-30 08:00:00,1083,3,NB_OS,1,North,7,0,,20198,0,0,7,0,0,0,0,2012-12-30,08:00:00,7
2012-12-31 08:00:00,1083,3,NB_OS,1,North,493,0,,17079,12,2,485,0,6,0,0,2012-12-31,08:00:00,1
2013-12-01 08:00:00,1083,3,NB_OS,1,North,116,0,,18755,9,1,114,0,1,0,0,2013-12-01,08:00:00,7
2013-12-02 08:00:00,1083,3,NB_OS,1,North,1124,0,,7338,23,3,1088,2,26,0,5,2013-12-02,08:00:00,1
2013-12-03 08:00:00,1083,3,NB_OS,1,North,934,0,,7466,34,8,887,1,28,4,5,2013-12-03,08:00:00,2
2013-12-04 08:00:00,1083,3,NB_OS,1,North,1120,0,,7625,29,8,1068,4,26,7,6,2013-12-04,08:00:00,3
2013-12-05 08:00:00,1083,3,NB_OS,1,North,1155,0,,7324,22,7,1121,0,24,1,2,2013-12-05,08:00:00,4
2013-12-06 08:00:00,1083,3,NB_OS,1,North,1108,0,,8121,32,10,1062,0,33,3,0,2013-12-06,08:00:00,5
2013-12-07 08:00:00,1083,3,NB_OS,1,North,356,0,,17625,14,1,348,1,5,0,1,2013-12-07,08:00:00,6
