Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,/Users/ushisensei/datalake/weekday
2012-11-01 03:00:00,1083,3,NB_OS,1,North,13.0,0,,19081,0,0,13,0,0,0,0.0,2012-11-01,03:00:00,4
2012-11-02 03:00:00,1083,3,NB_OS,1,North,7.0,0,,18056,0,0,7,0,0,0,0.0,2012-11-02,03:00:00,5
2012-11-03 03:00:00,1083,3,NB_OS,1,North,11.0,0,,19192,91,0,10,0,1,0,0.0,2012-11-03,03:00:00,6
2012-11-04 03:00:00,1083,3,NB_OS,1,North,28.0,0,,19375,71,0,26,0,2,0,0.0,2012-11-04,03:00:00,7
2012-11-05 03:00:00,1083,3,NB_OS,1,North,1.0,0,,17500,0,0,1,0,0,0,0.0,2012-11-05,03:00:00,1
2012-11-07 03:00:00,1083,3,NB_OS,1,North,4.0,0,,17361,0,0,4,0,0,0,0.0,2012-11-07,03:00:00,3
2012-11-08 03:00:00,1083,3,NB_OS,1,North,8.0,0,,18403,125,0,7,0,1,0,0.0,2012-11-08,03:00:00,4
2012-11-09 03:00:00,1083,3,NB_OS,1,North,3.0,0,,19815,0,0,3,0,0,0,0.0,2012-11-09,03:00:00,5
2012-11-10 03:00:00,1083,3,NB_OS,1,North,14.0,0,,19464,0,0,14,0,0,0,0.0,2012-11-10,03:00:00,6
2012-11-11 03:00:00,1083,3,NB_OS,1,North,34.0,0,,19673,118,1,29,0,4,0,0.0,2012-11-11,03:00:00,7
2012-11-12 03:00:00,1083,3,NB_OS,1,North,2.0,0,,16666,0,0,2,0,0,0,0.0,2012-11-12,03:00:00,1
2012-11-13 03:00:00,1083,3,NB_OS,1,North,5.0,0,,19278,0,0,5,0,0,0,0.0,2012-11-13,03:00:00,2
2012-11-14 03:00:00,1083,3,NB_OS,1,North,6.0,0,,20324,167,0,5,0,1,0,0.0,2012-11-14,03:00:00,3
2012-11-15 03:00:00,1083,3,NB_OS,1,North,3.0,0,,17500,0,0,3,0,0,0,0.0,2012-11-15,03:00:00,4
2012-11-16 03:00:00,1083,3,NB_OS,1,North,5.0,0,,18556,0,0,5,0,0,0,0.0,2012-11-16,03:00:00,5
2012-11-17 03:00:00,1083,3,NB_OS,1,North,7.0,0,,19524,0,0,7,0,0,0,0.0,2012-11-17,03:00:00,6
2012-11-18 03:00:00,1083,3,NB_OS,1,North,25.0,0,,19433,0,0,25,0,0,0,0.0,2012-11-18,03:00:00,7
2012-11-19 03:00:00,1083,3,NB_OS,1,North,1.0,0,,20278,0,0,1,0,0,0,0.0,2012-11-19,03:00:00,1
2012-11-20 03:00:00,1083,3,NB_OS,1,North,2.0,0,,17916,500,0,1,0,1,0,0.0,2012-11-20,03:00:00,2
2012-11-21 03:00:00,1083,3,NB_OS,1,North,2.0,0,,19722,0,0,2,0,0,0,0.0,2012-11-21,03:00:00,3
2012-11-22 03:00:00,1083,3,NB_OS,1,North,4.0,0,,19861,250,0,3,0,1,0,0.0,2012-11-22,03:00:00,4
2012-11-23 03:00:00,1083,3,NB_OS,1,North,5.0,0,,19611,0,0,5,0,0,0,0.0,2012-11-23,03:00:00,5
2012-11-24 03:00:00,1083,3,NB_OS,1,North,24.0,0,,17928,0,1,23,0,0,0,0.0,2012-11-24,03:00:00,6
2012-11-25 03:00:00,1083,3,NB_OS,1,North,33.0,0,,19739,0,0,33,0,0,0,0.0,2012-11-25,03:00:00,7
2012-11-26 03:00:00,1083,3,NB_OS,1,North,2.0,0,,19306,0,0,2,0,0,0,0.0,2012-11-26,03:00:00,1
