Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,/Users/ushisensei/datalake/weekday
2012-12-01 15:00:00,1083,3,NB_OS,1,North,490.0,0,,16876,16,1,481,0,8,0,0,2012-12-01,15:00:00,6
2012-12-02 15:00:00,1083,3,NB_OS,1,North,459.0,0,,16753,7,4,452,0,3,0,0,2012-12-02,15:00:00,7
2012-12-03 15:00:00,1083,3,NB_OS,1,North,547.0,0,,16319,48,5,516,0,26,0,0,2012-12-03,15:00:00,1
2012-12-04 15:00:00,1083,3,NB_OS,1,North,573.0,0,,15986,38,4,545,2,22,0,0,2012-12-04,15:00:00,2
2012-12-08 15:00:00,1083,3,NB_OS,1,North,549.0,0,,16640,16,4,536,0,9,0,0,2012-12-08,15:00:00,6
2012-12-09 15:00:00,1083,3,NB_OS,1,North,385.0,0,,17290,13,0,380,0,5,0,0,2012-12-09,15:00:00,7
2012-12-10 15:00:00,1083,3,NB_OS,1,North,414.0,0,,16669,39,1,396,1,15,1,0,2012-12-10,15:00:00,1
2012-12-17 15:00:00,1083,3,NB_OS,1,North,547.0,0,,15458,64,0,508,4,35,0,0,2012-12-17,15:00:00,1
2012-12-18 15:00:00,1083,3,NB_OS,1,North,600.0,0,,16370,30,5,575,2,16,2,0,2012-12-18,15:00:00,2
2012-12-19 15:00:00,1083,3,NB_OS,1,North,556.0,0,,15593,15,0,65,0,1,0,0,2012-12-19,15:00:00,3
2012-12-21 15:00:00,1083,3,NB_OS,1,North,556.0,0,,15597,0,0,0,0,0,0,0,2012-12-21,15:00:00,5
2012-12-22 15:00:00,1083,3,NB_OS,1,North,556.0,0,,16046,0,0,0,0,0,0,0,2012-12-22,15:00:00,6
2012-12-24 15:00:00,1083,3,NB_OS,1,North,556.0,0,,15881,0,0,0,0,0,0,0,2012-12-24,15:00:00,1
2012-12-25 15:00:00,1083,3,NB_OS,1,North,556.0,16,Holiday,17901,0,0,27,0,0,0,0,2012-12-25,15:00:00,2
2012-12-26 15:00:00,1083,3,NB_OS,1,North,289.0,16,Holiday,16971,3,0,288,0,1,0,0,2012-12-26,15:00:00,3
2012-12-27 15:00:00,1083,3,NB_OS,1,North,556.0,0,,15657,0,0,0,0,0,0,0,2012-12-27,15:00:00,4
2012-12-28 15:00:00,1083,3,NB_OS,1,North,556.0,0,,16884,6,1,154,0,1,0,0,2012-12-28,15:00:00,5
2012-12-29 15:00:00,1083,3,NB_OS,1,North,285.0,0,,17048,11,1,281,0,2,1,0,2012-12-29,15:00:00,6
2012-12-30 15:00:00,1083,3,NB_OS,1,North,305.0,0,,16691,7,0,301,2,2,0,0,2012-12-30,15:00:00,7
2012-12-31 15:00:00,1083,3,NB_OS,1,North,420.0,0,,17112,14,1,412,1,6,0,0,2012-12-31,15:00:00,1
2013-12-01 15:00:00,1083,3,NB_OS,1,North,528.0,0,,16419,8,3,521,0,4,0,0,2013-12-01,15:00:00,7
2013-12-02 15:00:00,1083,3,NB_OS,1,North,511.0,0,,16040,33,1,492,1,17,0,0,2013-12-02,15:00:00,1
2013-12-03 15:00:00,1083,3,NB_OS,1,North,594.0,0,,16100,39,4,566,1,23,0,0,2013-12-03,15:00:00,2
2013-12-04 15:00:00,1083,3,NB_OS,1,North,684.0,0,,15414,28,3,660,2,18,1,0,2013-12-04,15:00:00,3
2013-12-05 15:00:00,1083,3,NB_OS,1,North,556.0,0,,10563,56,5,902,1,49,5,0,2013-12-05,15:00:00,4
2013-12-06 15:00:00,1083,3,NB_OS,1,North,629.0,0,,15170,33,4,603,1,21,0,0,2013-12-06,15:00:00,5
2013-12-07 15:00:00,1083,3,NB_OS,1,North,407.0,0,,12930,27,1,391,1,10,1,3,2013-12-07,15:00:00,6
2013-12-08 15:00:00,1083,3,NB_OS,1,North,576.0,0,,16395,9,2,569,0,5,0,0,2013-12-08,15:00:00,7
2013-12-09 15:00:00,1083,3,NB_OS,1,North,534.0,0,,15754,22,2,518,2,12,0,0,2013-12-09,15:00:00,1
2013-12-10 15:00:00,1083,3,NB_OS,1,North,599.0,0,,15939,32,4,575,1,19,0,0,2013-12-10,15:00:00,2
2013-12-11 15:00:00,1083,3,NB_OS,1,North,581.0,0,,16044,29,3,560,1,15,2,0,2013-12-11,15:00:00,3
2013-12-12 15:00:00,1083,3,NB_OS,1,North,556.0,0,,15498,36,1,534,1,19,1,0,2013-12-12,15:00:00,4
2013-12-13 15:00:00,1083,3,NB_OS,1,North,665.0,0,,15394,21,3,647,1,14,0,0,2013-12-13,15:00:00,5
2013-12-14 15:00:00,1083,3,NB_OS,1,North,533.0,0,,16467,4,1,530,0,2,0,0,2013-12-14,15:00:00,6
2013-12-15 15:00:00,1083,3,NB_OS,1,North,464.0,0,,16810,17,1,454,1,8,0,0,2013-12-15,15:00:00,7
2013-12-16 15:00:00,1083,3,NB_OS,1,North,590.0,0,,15525,44,1,561,2,26,0,0,2013-12-16,15:00:00,1
2013-12-17 15:00:00,1083,3,NB_OS,1,North,564.0,0,,16116,44,2,536,1,25,0,0,2013-12-17,15:00:00,2
2013-12-18 15:00:00,1083,3,NB_OS,1,North,613.0,0,,15345,31,0,594,0,19,0,0,2013-12-18,15:00:00,3
2013-12-19 15:00:00,1083,3,NB_OS,1,North,595.0,0,,15387,37,2,569,2,21,1,0,2013-12-19,15:00:00,4
2013-12-20 15:00:00,1083,3,NB_OS,1,North,665.0,0,,15505,26,3,645,0,17,0,0,2013-12-20,15:00:00,5
2013-12-21 15:00:00,1083,3,NB_OS,1,North,553.0,0,,16717,2,3,549,0,1,0,0,2013-12-21,15:00:00,6
