Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2015-12-01 00:00:00,1083,1,NB_NS,1,North,45,0,,17056,0,1,43,0,0,0,1
2015-12-01 00:00:00,1083,2,NB_MID,1,North,77,0,,17742,65,0,71,0,4,1,1
2015-12-01 00:00:00,1083,3,NB_OS,1,North,18,0,,17145,0,0,18,0,0,0,0
2015-12-01 00:00:00,1083,4,SB_OS,2,South,33,0,,19183,30,2,30,0,1,0,0
2015-12-01 00:00:00,1083,5,SB_MID,2,South,65,0,,18030,46,2,60,0,2,1,0
2015-12-01 00:00:00,1083,6,SB_NS,2,South,74,0,,17785,41,0,71,0,0,3,0
2015-12-01 01:00:00,1083,1,NB_NS,1,North,25,0,,18233,200,0,20,0,3,2,0
2015-12-01 01:00:00,1083,2,NB_MID,1,North,40,0,,18042,0,0,39,0,0,0,1
2015-12-01 01:00:00,1083,3,NB_OS,1,North,11,0,,18005,0,0,11,0,0,0,0
2015-12-01 01:00:00,1083,4,SB_OS,2,South,9,0,,21049,0,2,7,0,0,0,0
2015-12-01 01:00:00,1083,5,SB_MID,2,South,37,0,,18484,27,0,36,0,1,0,0
2015-12-01 01:00:00,1083,6,SB_NS,2,South,36,0,,17978,111,0,32,0,4,0,0
2015-12-01 02:00:00,1083,1,NB_NS,1,North,24,0,,18588,125,0,21,0,3,0,0
2015-12-01 02:00:00,1083,2,NB_MID,1,North,22,0,,17500,227,0,17,0,4,1,0
2015-12-01 02:00:00,1083,3,NB_OS,1,North,2,0,,20000,0,0,2,0,0,0,0
2015-12-01 02:00:00,1083,4,SB_OS,2,South,10,0,,19000,0,0,9,0,0,0,1
2015-12-01 02:00:00,1083,5,SB_MID,2,South,37,0,,18544,54,0,35,0,2,0,0
2015-12-01 02:00:00,1083,6,SB_NS,2,South,42,0,,17989,143,1,35,0,4,2,0
2015-12-01 03:00:00,1083,1,NB_NS,1,North,31,0,,18387,32,0,30,0,1,0,0
2015-12-01 03:00:00,1083,2,NB_MID,1,North,32,0,,19514,62,0,30,0,1,1,0
2015-12-01 03:00:00,1083,3,NB_OS,1,North,3,0,,18611,333,0,2,0,1,0,0
2015-12-01 03:00:00,1083,4,SB_OS,2,South,8,0,,18507,125,0,7,0,0,1,0
2015-12-01 03:00:00,1083,5,SB_MID,2,South,19,0,,17953,158,1,15,0,3,0,0
2015-12-01 03:00:00,1083,6,SB_NS,2,South,36,0,,18565,111,0,32,0,4,0,0
2015-12-01 04:00:00,1083,1,NB_NS,1,North,49,0,,18203,82,1,43,1,4,0,0
2015-12-01 04:00:00,1083,2,NB_MID,1,North,50,0,,17856,60,1,46,0,3,0,0
2015-12-01 04:00:00,1083,3,NB_OS,1,North,9,0,,18951,0,0,9,0,0,0,0
2015-12-01 04:00:00,1083,4,SB_OS,2,South,8,0,,19375,0,1,7,0,0,0,0
2015-12-01 04:00:00,1083,5,SB_MID,2,South,40,0,,19229,50,2,36,0,2,0,0
2015-12-01 04:00:00,1083,6,SB_NS,2,South,64,0,,17704,47,0,60,1,1,2,0
2015-12-01 05:00:00,1083,1,NB_NS,1,North,166,0,,17236,48,1,155,0,5,3,2
2015-12-01 05:00:00,1083,2,NB_MID,1,North,137,0,,18230,36,1,131,0,3,2,0
2015-12-01 05:00:00,1083,3,NB_OS,1,North,51,0,,18077,20,0,50,0,1,0,0
2015-12-01 05:00:00,1083,4,SB_OS,2,South,46,0,,17204,22,3,42,0,1,0,0
2015-12-01 05:00:00,1083,5,SB_MID,2,South,103,0,,17834,19,5,96,0,2,0,0
2015-12-01 05:00:00,1083,6,SB_NS,2,South,149,0,,18482,47,0,142,0,7,0,0
2015-12-01 06:00:00,1083,1,NB_NS,1,North,308,0,,15819,52,0,284,1,11,5,7
2015-12-01 06:00:00,1083,2,NB_MID,1,North,419,0,,16302,31,3,403,0,11,2,0
2015-12-01 06:00:00,1083,3,NB_OS,1,North,397,0,,16961,23,0,388,0,9,0,0
2015-12-01 06:00:00,1083,4,SB_OS,2,South,174,0,,16814,23,22,148,0,4,0,0
2015-12-01 06:00:00,1083,5,SB_MID,2,South,317,0,,17895,44,16,285,0,14,0,2
2015-12-01 06:00:00,1083,6,SB_NS,2,South,340,0,,17348,32,4,321,0,11,0,4
2015-12-01 07:00:00,1083,1,NB_NS,1,North,830,0,,11542,19,6,794,2,14,2,12
2015-12-01 07:00:00,1083,2,NB_MID,1,North,1062,0,,9569,20,10,1027,0,18,3,4
2015-12-01 07:00:00,1083,3,NB_OS,1,North,1130,0,,9438,20,0,1104,1,21,2,2
2015-12-01 07:00:00,1083,4,SB_OS,2,South,542,0,,15127,9,29,507,0,5,0,1
2015-12-01 07:00:00,1083,5,SB_MID,2,South,575,0,,15696,31,24,532,1,16,2,0
2015-12-01 07:00:00,1083,6,SB_NS,2,South,894,0,,14890,41,3,840,2,31,6,12
2015-12-01 08:00:00,1083,1,NB_NS,1,North,956,0,,8968,27,7,913,1,25,1,8
2015-12-01 08:00:00,1083,2,NB_MID,1,North,671,0,,5798,34,17,628,0,18,5,3
2015-12-01 08:00:00,1083,3,NB_OS,1,North,704,0,,5643,41,7,664,0,23,6,3
2015-12-01 08:00:00,1083,4,SB_OS,2,South,551,0,,15936,16,13,529,0,8,1,0
2015-12-01 08:00:00,1083,5,SB_MID,2,South,589,0,,15416,20,21,555,0,12,0,1
2015-12-01 08:00:00,1083,6,SB_NS,2,South,986,0,,14480,42,3,929,2,37,4,11
2015-12-01 09:00:00,1083,1,NB_NS,1,North,922,0,,10161,39,14,856,2,32,4,14
2015-12-01 09:00:00,1083,2,NB_MID,1,North,964,0,,8858,41,9,910,2,35,5,3
2015-12-01 09:00:00,1083,3,NB_OS,1,North,905,0,,9115,34,7,866,0,28,3,1
2015-12-01 09:00:00,1083,4,SB_OS,2,South,428,0,,16582,26,10,407,0,9,2,0
2015-12-01 09:00:00,1083,5,SB_MID,2,South,507,0,,16351,41,11,475,0,20,1,0
2015-12-01 09:00:00,1083,6,SB_NS,2,South,639,0,,15929,69,6,582,1,41,3,6
2015-12-01 10:00:00,1083,1,NB_NS,1,North,598,0,,13888,65,5,541,3,35,4,10
2015-12-01 10:00:00,1083,2,NB_MID,1,North,644,0,,15109,73,8,586,3,42,5,0
2015-12-01 10:00:00,1083,3,NB_OS,1,North,584,0,,16288,41,0,558,2,23,1,0
2015-12-01 10:00:00,1083,4,SB_OS,2,South,390,0,,16813,44,8,365,0,15,2,0
2015-12-01 10:00:00,1083,5,SB_MID,2,South,528,0,,16241,53,18,482,0,26,2,0
2015-12-01 10:00:00,1083,6,SB_NS,2,South,606,0,,15688,92,2,535,4,50,6,9
2015-12-01 11:00:00,1083,1,NB_NS,1,North,619,0,,13529,63,10,560,3,37,2,7
2015-12-01 11:00:00,1083,2,NB_MID,1,North,689,0,,14868,49,6,642,2,29,5,5
2015-12-01 11:00:00,1083,3,NB_OS,1,North,599,0,,15496,43,2,568,1,26,0,1
